81 210.336366667 350.403066667 4 103 44 43 103 
82 220.942333333 367.6463 4 103 43 102 103 
83 210.078533333 316.842366667 4 104 45 44 104 
84 220.4149 333.9121 4 104 44 103 104 
85 220.3187 300.0948 4 104 101 45 104 
86 267.151533333 479.2819 4 105 94 21 105 
87 283.3683 488.811366667 4 105 21 20 105 
88 384.184133333 489.5541 4 106 24 23 106 
89 401.602766667 479.3578 4 106 23 98 106 
90 350.406033333 489.3011 4 107 25 24 107 
91 367.9235 478.8552 4 107 24 106 107 
92 316.580133333 488.533133333 4 108 20 25 108 
93 333.652833333 477.834233333 4 108 25 107 108 
94 299.948433333 477.3445 4 108 105 20 108 
95 480.088233333 433.233733333 4 109 95 38 109 
96 489.344133333 416.848566667 4 109 38 37 109 
97 491.554566667 317.2953 4 110 48 47 110 
98 478.831733333 302.438566667 4 110 47 99 110 
99 490.109633333 349.9356 4 111 49 48 111 
100 481.6642 333.897566667 4 111 48 110 111 
101 489.160366667 383.584033333 4 112 37 49 112 
102 479.27 366.852966667 4 112 49 111 112 
103 478.5045 400.4326 4 112 109 37 112 
104 432.8356 220.3053 4 113 96 72 113 
105 416.7564 210.476866667 4 113 72 70 113 
106 316.5653 209.856266667 4 114 68 66 114 
107 299.733066667 220.137666667 4 114 66 100 114 
108 350.053333333 209.799666667 4 115 69 68 115 
109 333.2853 219.655933333 4 115 68 114 115 
110 383.619733333 210.133533333 4 116 70 69 116 
111 367.0064 219.9332 4 116 69 115 116 
112 400.376133333 220.6104 4 116 113 70 116 
113 247.575733333 247.6755 4 117 92 93 117 
114 240.685633333 265.727033333 4 117 93 101 117 
115 265.561333333 240.791833333 4 117 100 92 117 
116 250.8107 281.858266667 4 118 117 101 118 
117 240.070366667 300.057766667 4 118 101 104 118 
118 250.106833333 317.175466667 4 119 118 104 119 
119 240.691533333 334.282233333 4 119 104 103 119 
120 251.429333333 351.704166667 4 120 119 103 120 
121 241.758666667 368.577266667 4 120 103 102 120 
122 252.8036 386.527566667 4 121 120 102 121 
123 242.428966667 402.6731 4 121 102 97 121 
124 252.189833333 420.6183 4 122 121 97 122 
125 240.289766667 435.308633333 4 122 97 89 122 
126 246.964633333 453.1471 4 94 122 89 94 
127 265.296133333 458.914766667 4 105 122 94 105 
128 299.672733333 240.046766667 4 123 114 100 123 
129 281.704066667 251.0556 4 123 100 117 123 
130 282.8111 269.444766667 4 124 123 117 124 
131 269.289766667 282.831966667 4 124 117 118 124 
132 333.081533333 239.1369 4 125 115 114 125 
133 316.3012 249.246333333 4 125 114 123 125 
134 367.314633333 239.3315 4 126 116 115 126 
135 350.1578 248.678933333 4 126 115 125 126 
136 400.970866667 241.606066667 4 127 113 116 127 
137 384.5227 250.5275 4 127 116 126 127 
138 433.695233333 241.310366667 4 128 96 113 128 
139 418.210766667 252.4776 4 128 113 127 128 
140 451.317733333 248.715733333 4 128 91 96 128 
141 455.849033333 268.475 4 128 99 91 128 
142 278.506166667 300.799266667 4 129 124 118 129 
143 270.063566667 316.943266667 4 129 118 119 129 
144 280.8711 333.989733333 4 130 129 119 130 
145 271.652166667 351.643866667 4 130 119 120 130 
146 282.659466667 369.489333333 4 131 130 120 131 
147 273.481566667 387.499933333 4 131 120 121 131 
148 285.112633333 407.237766667 4 132 131 121 132 
149 274.195533333 424.2106 4 132 121 122 132 
150 280.626966667 444.6686 4 105 132 122 105 
151 299.0625 453.568866667 4 108 132 105 108 
152 316.407366667 443.226433333 4 133 132 108 133 
153 334.366 456.303166667 4 133 108 107 133 
154 352.9377 447.194666667 4 134 133 107 134 
155 369.742 458.279833333 4 134 107 106 134 
156 388.6728 448.149033333 4 135 134 106 135 
157 404.272933333 458.5281 4 135 106 98 135 
158 305.500666667 405.9936 4 136 131 132 136 
159 319.374333333 421.8025 4 136 132 133 136 
160 339.87 415.2211 4 137 136 133 137 
161 355.474733333 427.536533333 4 137 133 134 137 
162 375.3378 418.8012 4 138 137 134 138 
163 391.731566667 428.328533333 4 138 134 135 138 
164 302.535266667 367.9771 4 139 130 131 139 
165 313.7454 384.743533333 4 139 131 136 139 
166 300.855766667 332.318266667 4 140 129 130 140 
167 311.512633333 348.460166667 4 140 130 139 140 
168 333.083866667 380.849933333 4 141 139 136 141 
169 345.3348 395.5186 4 141 136 137 141 
170 363.404966667 390.152533333 4 142 141 137 142 
171 377.803233333 401.1197 4 142 137 138 142 
172 331.627366667 345.767166667 4 143 140 139 143 
173 341.988466667 361.3905 4 143 139 141 143 
174 362.0355 358.236466667 4 144 143 141 144 
175 371.201066667 372.329833333 4 144 141 142 144 
176 298.253133333 298.393066667 4 145 124 129 145 
177 309.7952 312.8656 4 145 129 140 145 
178 301.490866667 279.469766667 4 145 123 124 145 
179 317.0123 270.280166667 4 145 125 123 145 
180 330.041033333 310.975566667 4 146 145 140 146 
181 341.216333333 327.735233333 4 146 140 143 146 
182 333.7143 277.8022 4 147 125 145 147 
183 339.754733333 295.2636 4 147 145 146 147 
184 350.079466667 266.3104 4 147 126 125 147 
185 362.437966667 325.233333333 4 148 146 143 148 
186 372.896033333 340.111233333 4 148 143 144 148 
187 360.700933333 294.312733333 4 149 147 146 149 
188 372.208866667 307.5228 4 149 146 148 149 
189 366.283633333 276.768666667 4 149 126 147 149 
190 383.570033333 270.3332 4 149 127 126 149 
191 422.592166667 448.921966667 4 150 135 98 150 
192 436.540333333 460.4333 4 150 98 90 150 
193 454.310233333 453.681433333 4 95 150 90 95 
194 460.369366667 435.403933333 4 109 150 95 109 
195 411.9756 416.790533333 4 151 138 135 151 
196 427.236066667 427.0049 4 151 135 150 151 
197 447.243366667 420.238733333 4 109 151 150 109 
198 456.1226 401.652566667 4 112 151 109 112 
199 394.571333333 390.137066667 4 152 142 138 152 
200 412.349933333 396.280566667 4 152 138 151 152 
201 390.289833333 372.223733333 4 152 144 142 152 
202 427.1808 381.083633333 4 153 152 151 153 
203 446.63 383.7851 4 153 151 112 153 
204 459.121533333 365.834066667 4 111 153 112 111 
205 451.5128 346.198633333 4 154 153 111 154 
206 463.215833333 331.1795 4 154 111 110 154 
207 420.751633333 359.502166667 4 155 152 153 155 
208 432.5921 342.5682 4 155 153 154 155 
209 401.639266667 356.785766667 4 155 144 152 155 
210 393.411033333 338.766633333 4 155 148 144 155 
211 405.6533 319.799 4 156 148 155 156 
212 425.722 320.884166667 4 156 155 154 156 
213 394.9092 303.433066667 4 156 149 148 156 
214 400.687666667 283.787533333 4 156 127 149 156 
215 418.880233333 274.853366667 4 156 128 127 156 
216 438.896 283.4454 4 156 99 128 156 
217 441.810233333 304.1667 4 154 99 156 154 
218 460.383366667 310.8316 4 110 99 154 110 
